InitialTerm,Sentiment,Anger,Disgust,Fear,Happiness,Sadness,Surprise
############################################################
# This lexicon was compiled from lexicons by D.Spiliotopoulos et al., and A. Tsakalidis et al., with additions by P. Pratikakis.
# Words are not stemmed, this is meant to be used with a stemmer or POS tagger that can look up the base form.
# This works well with the "twAwler" crawler/feature extractor, and with the "el-wiktionary-parser" POS-tagger.
# Redundant entries have been commented out, and sentiment opinions have been averaged, when listed individually in each source lexicon.
############################################################
συντριβή,-2,3,2,4,1,4,1
συντροφεύω,4,1,1,1,2.25,1,1.75
συντρόφι,-1,1.5,2.5,1,1.5,1,1.5
συντρόφισσα,-2,1.25,2,1,1.25,1,1.75
συνωμοσία,-4,4,4,5,0,4,1
συνωμοτώ,-2,4,4,5,0,4,1
συνωμότης,-2,4,4,5,0,4,1
συνωστισμός,-2,3,2,3,1,3,1
συρφετός,-3,1.666666667,3,1.333333333,1,1,2
συστέλλομαι,-3,1,1,2.333333333,1,1,1.333333333
συστέλλω,-2,1,1,3,1,3,1
συστηματικός,2,1,1,1,3,1,3
σφάλμα,-2,3,2,3,1,3,1
σφέρει,-3,1,1,1,1,1,1
σφίγγω,-3,1.25,1.75,2.5,1.25,1.5,2
σφίξιμο,-4,1,1.75,2.5,1,2.25,2.25
σφαίρα,-2,2,1,4,1,3,1
σφαγή,-2,3,3,5,0,4,1
σφαλιάρα,-2,3,3,3,1,3,1
σφετερίζομαι,-2,3,2,4,1,3,1
σφουγγαρόπανο,-3,1.666666667,3,1,1,1.666666667,2.333333333
σφρίγος,-2,1,1,1,4,1,1
σφυρήλατος,-1,1,1,1,1,1,1
σφυρίζω,-1,1,2,1,1.5,1,3
σφυροκοπώ,-2,1.5,2,1,1,1,2
σφόδρα,1,1,2.333333333,2.333333333,2,1,2
σχίσιμο,-2,3,2,4,1,4,1
σχετικός,3,1,1,1,2.333333333,1,2
σχηματικός,1,1,1.5,1,2,1,1
σχηματοποιώ,1,0,0,0,0,0,0
σχολαστικός,-1,1,1.666666667,1,1,1,1.333333333
σωσίβιο,3,1,1,1,2.666666667,1,2
σωστός,2,1,1,1,4,1,1
σωτηρία,2,1,1,1,5,1,1
σόι,-2,2,2,1,1,1,2.5
σύγκρουση,-2,4,2,4,1,4,1
σύγκρυο,-4,1.5,2.25,2.5,1,1.75,2.75
σύγχυση,-3,3,3,4,0,4,1
σύκο,-2,1,1,1,1,1,1
σύλληψη,-2,2,2,4,1,3,1
σύμμαχος,2,1,1,1,5,1,1
σύμπλεγμα,-3,1.333333333,2,1.666666667,1,1.333333333,2
σύμπραξη,2,1,1,1,2,1,2.5
σύμπτωμα,-2,1,2.5,2,1,1,2
σύνδεσμος,3,1,1,1,3,1,2.333333333
σύνθημα,1,1,1.5,1,2,1,2
σύνθλιψη,-2,4,3,3,1,4,1
σύννεφο,-4,1,1.25,1.75,1,2,2
σύντροφος,2,1,1,1,4,1,1
σύρω,-2,3,2,3,1,3,1
σώβρακο,-1,3,4,2,1,2,1
σώζω,1,1,1,1,5,1,1
σώφρων,3,1,1,1,2.333333333,1,2.333333333
τάμα,1,1,1,1,2,1,1
τάξη,3,1,1,1,2.666666667,1,2.333333333
τάση,1,1,2,1,2.5,1,2
τάφος,-4,4,3,5,0,4,1
τέλειος,3,1,1,1,4.666666667,1,3.333333333
τέρας,-2,3,4,4,0,4,1
τέρμινο,-2,2,2,1,1,1,1.5
τέρψη,4,1,1,1,4,1,2
τέτοιος,-2,3,3,1,1,1,3
τέχνασμα,-2,2,1,3,1,3,1
τίμιος,3,1,1,1,4,1,1
ταβερνείο,-2,1.5,2.5,1,1,1,1.5
ταβερνόβιος,-3,1.5,2.25,1,1,1,1.5
ταδόπουλος,-3,2,2,1,1,1,1.333333333
ταλέντο,3,1,1,1,3,1,3.333333333
ταλαιπωρία,-4,3,2,4,1,4,1
ταμπού,-2,2,1,2,1,2,1
τανκς,-2,4,4,4,1,3,1
ταξίδι,1,1,1,1,3,1,3
ταξιδάκι,3,1,1,1,4,1,3.333333333
ταπείνωση,-4,4,5,2,0,5,0
ταπεινωτικός,-2,3,2,3,1,3,1
ταράσσομαι,-2,4,2,4,1,4,1
ταρίφα,-2,1.666666667,2,1,1,1,2
ταρίφας,-3,2,2.666666667,1,1,1,2
ταρατατζούμ,-2,1,2,1,1.333333333,1.333333333,3
ταραχώδης,-2,3,2,3,1,3,1
ταυτίζω,1,0,0,0,0,0,0
ταφόπλακα,-4,4,3,5,0,4,1
ταύτιση,1,0,0,0,0,0,0
τελεσίγραφο,-2,4,2,4,1,3,1
τεμπέλης,-2,3,3,3,1,3,1
τεμπελόσκυλο,-4,2,3,1,1,1,2
τενεκές,-3,2.666666667,3.333333333,1,1,1,2.666666667
τεντώνω,-3,3,2,3,1,3,1
τερατώδης,-2,3,4,4,0,4,1
τερψιλαρύγγια,-2,1,1.75,1,1.5,1,2
τεταμένος,-3,3,3,3,1,3,1
τετριμμένος,-2,2,2,2,1,2,1
τεφτέρι,-2,2.5,2.5,1,1,1,2.5
τεχνηέντως,-3,1,2,1,1,1,1.333333333
τεχνητός,-1,1,1,1,1,1,1
τεχνοκράτης,-2,1.5,2.5,1,1,1,2
τζιτζιφιόγκος,-4,1.75,2.75,1,1,1,2
τζόβενο,-2,2,2.5,1,1,1,2
τζόγος,-2,2,1,4,1,3,1
τηλεγραφόξυλο,-3,1.666666667,2.333333333,1,1,1,2
την πατήσαμε,-3,4,4,4,0,4,1
της πλάκας,-2,3,3,1,0,1,2
τιμή,3,1,1,1,4,1,1
τιμητικός,3,1,1,1,4,1,1
τιμούμαι,3,1,1,1,4,1,1
τιμωρία,-2,3,2,4,1,4,1
τιμωρώ,-3,3,2,4,1,4,1
τιμώ,3,1,1,1,4,1,1
τινάζομαι,-1,3,2,3,1,3,1
τινάζω,-2,3,2,3,1,3,1
τοκετός,-2,1,1,1,3,1,1
τοκογλύφος,-4,5,5,5,0,4,1
τολμώ,2,1,1,1,3,1,1
τομάρι,-4,2.75,3.5,1,1,1,2
τοξικομανής,-3,2,3,4,0,3,1
τοποτηρητής,-2,2,3,1,1,1,1.5
τουρκαλάς,-4,2.75,3,2,1,1,2
τουρκιά,-4,2.25,3,1.75,1,1,2
τουρκομερίτης,-4,2,3,1.5,1,1,2
τουρκομπαρόκ,-2,2,3.5,1,1,1,3
τουρκόσπορος,-4,3.25,3.75,1,1,1,2.25
τουρλώνω,-2,1,3,1,1,1,2.5
τούβλο,-2,4,3,4,1,3,1
τράβηγμα,-2,1,2.5,1,1,1,1.5
τράγος,-3,4,3.666666667,1,1,1,2.333333333
τρέλα,-1,3,3,4,1,3,1
τρέλλα,-2,2,2,3,1,3,1
τρέμω,-3,4,4,5,0,4,1
τρέφω,1,1,1,1,2,1,2
τρίο,-3,1,2,1,1,1,1.333333333
τρίχα,-3,1.666666667,2.666666667,1,1,1,1.666666667
τραβώ,-1,1,2,2,1,3,1
τραγικός,-3,3,3,4,0,4,1
τραγογενής,-3,3.666666667,3.333333333,1,1,1,2
τραγόπαπας,-3,4,3.666666667,1,1,1,2.333333333
τραλαλά,-2,1.666666667,1.666666667,1,1.666666667,1,3
τραμπάκουλο,-3,1.333333333,2.666666667,1.666666667,1,1,1.666666667
τραντάγματα,-3,3,2,4,1,3,1
τραυματίσουν,-2,3,1,4,1,4,1
τραχύς,-2,3,2,3,1,3,1
τραύλισμα,-2,2,1,2,1,2,1
τραύμα,-4,3,1,4,1,4,1
τρελά,2,1,1,1,1,1,1
τρελάδικο,-3,2.666666667,2,1,1,1,3.333333333
τρελαίνομαι,-1,3,3,4,1,3,1
τρελογιατρός,-2,1.666666667,2,1,1,1,2
τρελός,-2,2,2,3,1,3,1
τρεμάμενος,-3,2.25,1.25,3.5,1.75,2,2
τριγυρίζω,-2,1,1,2,1,1,1
τριτοκοσμικός,-4,1.5,3.25,1,1,2.25,1.75
τριχοτόμηση,-1,1,2,1,1,1,1
τρολ,-2,3,3,3,1,3,1
τρολάκι,-2,3,3,3,1,3,1
τρολάρω,-1,3,3,3,1,3,1
τρομάζω,-4,4,4,5,0,4,1
τρομάρα,-4,4,4,5,0,4,1
τρομακτικός,-4,4,4,5,0,4,1
τρομερά,-1,1,2,4,0,1,1
τρομερός,-2,4,4,5,0,4,1
τρομοκράτης,-4,4,4,5,0,4,1
τρομοκρατία,-4,4,4,5,0,4,1
τρομοκρατημένος,-4,4,4,5,0,4,1
τρομοκρατικός,-4,4,4,5,0,4,1
τρομοκρατώ,-4,4,4,5,0,4,1
τρομολαγνεία,-4,4,4,5,0,4,1
τρυγονάκι,4,1,1,1,2.75,1,2.25
τρυγόνα,4,1,1,1,2.75,1,2
τρυγόνι,3,1,1,1,3.333333333,1,2.333333333
τρυπώ,-3,1,2.333333333,1,1,1.333333333,1.333333333
τρυφερός,4,1,1,1,5,1,1
τρυφερότητα,4,1,1,1,3.75,1,2.25
τρόμος,-4,4,4,5,0,4,1
τρύπα,-2,1,2,1,1,1.5,2.5
τσάγια,-3,1,1,1,1,1,1
τσίμπημα,-2,2,1,3,1,3,1
τσίπα,-3,3,3,1,0,1,0
τσίπης,-2,1,3,1,0,1,0
τσίρκο,-2,5,5,4,1,4,1
τσαγκαροδευτέρα,-4,1,1.75,1,1,1.5,1.5
τσακίδια,-4,4,3.25,1,1,1.25,2
τσακίζω,-4,3.25,3,1.25,1,2,2
τσακώνομαι,-3,3,3,4,1,3,1
τσαπατσούλης,-2,3,3,3,1,3,1
τσαρλατάνος,-3,2,2.666666667,1,1,1,2.333333333
τσεκούρι,-1,4,4,4,0,4,1
τσιγγάνα,-1,2,2,3,1,3,1
τσιγγάνος,-3,2.666666667,2.666666667,1,1,1,2.333333333
τσιγγαναριό,-4,2.5,3.25,1.25,1,1,2
τσιμεντούπολη,-3,1.333333333,2.666666667,1,1,1.666666667,1.666666667
τσιμπούκι,-2,3.333333333,3.666666667,1,1.666666667,1.666666667,3
τσιράκι,-4,2.25,3.25,1,1,1,1.75
τσιρίζω,-2,4,3,4,0,4,1
τσομπάνης,-3,2,3,1,1,1,1.5
τσομπάνος,-3,2,3,1,1,1,1.5
τσοπάνης,-3,2,3,1,1,1,1.5
τσοπάνος,-3,2,3,1,1,1,1.5
τσουλούφι,-2,2.5,1.5,1,1,1,2
τσουρουφλίζω,-2,3,2,4,1,4,1
τσουτσέκι,-4,3,2.75,1,1,1,1.75
τσούλα,-3,4,4,4,0,4,1
τσούρμο,-2,2.333333333,2.333333333,1,1,1,2.333333333
τυπικούρα,-3,2.333333333,2.333333333,1,1,1,2
τυπικούρας,-3,2.333333333,2.333333333,1,1,1,2
τυπολάτρης,-3,1.333333333,2.666666667,1,1,1,2.333333333
τυποποίηση,-2,1,2,1,1,1,1
τυραννία,-2,4,3,5,0,4,1
τυρόγαλο,-4,2,2.5,1,1,1,1.75
τυφλοσούρτης,-3,1.333333333,2,1,1,1,1.333333333
τυφλός,-2,3,2,3,1,3,1
τυφλώνω,-2,1.25,2.5,1,2,1.75,1.5
τυχαίος,-2,2,1,3,1,3,1
τυχεράκιας,3,1,1.333333333,1,3.333333333,1,3.666666667
τυχερούλης,3,1,1.333333333,1,3.333333333,1,3.333333333
τυχερός,2,1,1.333333333,1,3,1,3.333333333
τόλμη,1,1,1,1,4,1,1
τύφλα,-2,1.666666667,2.333333333,1,1,1.333333333,2.333333333
τύχη,3,1,1,1,4,1,1
τύψεις,-3,3,3,3,1,3,1
τύψη,-2,3,3,3,1,3,1
υβριστικός,-2,3,3,2,0,2,1
υδροσυλλεκτών,-2,1,1,1,1,1,1
υπάνθρωπος,-4,2.5,3.5,1.25,1,1,2
υπέρ,2,1,1,1,4,1,1
υπέρβαρος,-2,1,1,2,1,2,1
υπέρβαση,-2,3,2,3,1,3,1
υπέρμαχος,1,1,1,1,4,1,1
υπέροχος,3,1,1,1,5,1,1
υπαίτιος,-2,3,2,4,1,3,1
υπαγορεύουν,-2,1,1,2,1,2,1
υπαινίσσομαι,-2,2,1,2,1,2,1
υπεκφεύγω,-2,3,2,3,1,3,1
υπερήφανος,2,1,1,1,4,1,1
υπερασπίζομαι,2,1,1,1,3,1,1
υπερασπίζω,2,1,1,1,3,1,1
υπερβολικός,-2,3,2,3,1,2,1
υπερηφάνεια,2,1,1,1,4,1,1
υπερηφανεύομαι,3,1,1.25,1,3.75,1,2
υπερκόπωση,-2,2,2,2,1,2,1
υπεροπτικός,-2,3,2,3,1,3,1
υπεροχή,3,1,1,1,2.5,1,2.25
υπερφίαλος,-4,1.75,2.5,1,1,1,2
υπερχείλιση,-2,3,2,4,1,4,1
υπευθυνότητα,3,1,1,1,2.333333333,1,2
υπεύθυνος,2,1,1,1,3,1,1
υπηρέτρια,-2,3,2,3,1,4,1
υπηρετικός,-2,3,2,3,1,4,1
υπνηλία,-2,1,1,2,1,2,1
υποβάλλω,1,0,0,0,0,0,0
υποβαθμίζω,-2,2,2,4,1,4,1
υπογεννητικότητα,-2,1,1,3,1,3,1
υποδέχομαι,1,1,1,1,3,1,2.5
υποδουλώνω,-2,3,2,4,1,4,1
υποδούλωση,-4,3,4,4,0,4,1
υποκατάσταση,-2,3,1,3,1,3,1
υποκείμενο,-2,3.5,3,1.5,1,1,2.5
υποκρίνομαι,-3,1.666666667,2.333333333,1,1,1,2
υποκρισία,-2,3,2,3,1,4,1
υποκριτής,-3,3,2,3,1,4,1
υποκύψει,-2,3,2,3,1,3,1
υπομονή,1,1,1,1,4,1,1
υπονομεύουν,-2,3,2,4,1,4,1
υπονοούμενο,-1,1,2,1,1,1,2
υποστηρίζομαι,2,1,1,1,4,1,1
υποστηρίζω,1,1,1,1,3,1,1
υποστηρικτής,2,1,1,1,4,1,1
υποστηρικτικός,2,1,1,1,4,1,1
υποταγή,-4,4,4,5,0,4,1
υποτακτικός,-2,3,2,4,1,4,1
υποτιμώ,-2,3,2,3,1,3,1
υποτονικός,-2,1,1,2,1,2,1
υποτροπή,-2,3,2,4,1,4,1
υποφέρω,-3,1.333333333,2.333333333,2.333333333,1,3.333333333,1.666666667
υποφέρων,-4,3,2,4,0,4,1
υποχονδριακός,-2,3,1,3,1,3,1
υποχρέωση,-2,1,2,1,1,1,2
υποχρεωτικός,-2,1,2.5,1,1,1,1.5
υποχρεώνουν,-2,3,2,4,1,4,1
υποχρεώνω,-2,1,2,1,1,1,2
υποχωρούν,-2,2,1,3,1,3,1
υποχωρώ,-2,1,2,1,1,1,2
υποχώρηση,-2,2,1,3,1,3,1
υπόβαθρο,2,1,1,1,2,1,2
υπόκοσμος,-2,3,3,4,1,4,1
υπόσταση,1,1,1,1,1,1,1
υστερία,-4,3.25,2,1.75,1,1.25,3
υστερικός,-2,4,2,4,0,4,1
υφάκι,-2,3,2,1,0,2,1
υφαρπαγή,-2,4,3,4,1,4,1
υφεσιακός,-2,4,3,4,1,4,1
υψηλόφρων,3,1,1,1,2.333333333,1,3.333333333
φάρα,-4,3.25,2.5,1,1,1,1.75
φάρσα,-2,3,2,3,1,3,1
φήμη,-2,1,1,1,2,1,1
φίδι,-4,2.25,3.25,2.5,1,1,1.75
φίλος,4,1,1,1,3.25,1,1.75
φαίνομαι,1,0,0,0,0,0,0
φαγουρίζω,1,0,0,0,0,0,0
φακιδιάρης,-4,1.5,2.75,1,1,1,1.75
φανατικός,-2,3,2,4,1,4,1
φαντάζω,2,1,1,1,2.666666667,1,3
φανταστικός,3,1,1,1,4,1,1
φανταχτερός,-2,2,1,3,1,3,1
φαρμακερός,-4,5,5,4,0,4,1
φαρμακοτρίφτης,-4,1.75,2.5,1,1,1,1.75
φασίστας,-4,4,3,4,0,4,1
φασίστω,-4,4,3,4,0,4,1
φασαρία,-2,3,2,4,1,4,1
φασιστάκος,-5,5,5,2,0,2,0
φασισταριό,-4,3,4,2.25,1,1,2
φασιστοειδής,-3,3,4.333333333,2.666666667,1,1,2.333333333
φασιστόμουτρο,-4,3,4,2.25,1,1,2
φαύλος,-3,4,3,4,0,3,1
φερέφωνο,-3,2.333333333,3.333333333,1.666666667,1,1,1.666666667
φευγαλέα,-2,2,1,3,1,4,1
φεύγω,-2,4,4,3,1,3,1
φθίνω,-2,2,2,4,1,4,1
φθονώ,-4,3,3.75,1.25,1,2,1.75
φθόνος,-4,2.75,3.75,1.25,1,2,1.75
φιάσκο,-2,4,4,5,0,4,1
φιέστα,1,1.666666667,2.333333333,1,3,1,2.333333333
φιλάνθρωπος,3,1,1,1,2.666666667,1,1.666666667
φιλάργυρος,-3,3,2,3,1,4,1
φιλάσθενος,-2,3,1,4,1,4,1
φιλί,3,1,1,1,4,1,1
φιλία,4,1,1,1,3.5,1,1.75
φιλανθρωπία,2,1,1,1,3.5,1,2
φιλαργυρία,-3,3,2,3,1,4,1
φιλελέ,-4,3,3,1,1,1,1
φιλμ,1,0,0,0,0,0,0
φιλοαμερικανικός,-3,2,2.333333333,1,1,1,1.666666667
φιλοδωρώ,1,1,1,1,1.333333333,1,1.333333333
φιλολογίζων,-3,1.666666667,2.333333333,1,1,1,2
φιλονικία,-3,3,1,3,1,4,1
φιλοξενώ,2,1,1,1,3,1,2
φιλοπατρία,4,1,1,1,2.75,1,2
φιλοπερίεργος,-2,1,1,2,1,2,1
φιλοτομαρισμός,-3,2.333333333,3,1,1,1,2
φιλοτομαριστής,-3,2.333333333,3,1,1,1,2
φιόγκος,-4,2.25,2.75,1,1,1,1.75
φλέγμα,-2,1.5,2.25,1,1,1,1.5
φλέγομαι,-2,3,2,1,2.333333333,1,2
φλεγματικός,-2,1.5,2.25,1,1,1,1.5
φλερτάρω,2,1,1,1,3,1,1
φλογίζω,-2,2,1.5,1,2,1,1.5
φλογερός,-2,1,1,1,1,1,1
φλυαρία,-2,2,1,2,1,2,1
φλόγα,-3,1,1,3,1,1,1
φλόγισμα,-2,2,1.5,1,2,1,1.5
φοβάμαι,-4,1,1,4.75,1,1.25,2.5
φοβίζω,-3,1,2,5,0,5,1
φοβερός,-4,3,2,4,1,4,1
φοβισμένος,-4,1,2,5,0,5,1
φοβούμενος,-3,1,2,5,0,5,1
φοιτηταριό,-4,1.5,2.5,1,1,1,1.75
φοιτητοπατέρας,-4,2,2.5,1,1,1,1.75
φονιάς,-2,4,4,5,0,4,1
φοράδα,-4,3,3.5,1,1,1,2.25
φοριούνται,-2,1,1,1,1,1,1
φοροδιαφυγή,-2,4,4,4,0,4,1
φορτίζω,-2,2,2.333333333,1.666666667,1.666666667,1.666666667,2.666666667
φορτίο,-2,2,2,1,1,1,2.5
φουκαράς,-4,1.25,2,1,1,2.5,1.75
φουκαρατζίκος,-4,1,2,1,1,2.5,1.75
φουσκοδεντριά,-3,1,1.666666667,1,1,1,2
φουσκωμάρα,-2,1,2.333333333,1,1,1.333333333,2
φουστανέλα,-2,1.5,3,1,1,1,2
φούντωση,-2,2.25,2.25,1.5,1.5,1.5,2.5
φράγμα,-2,3,1,4,1,4,1
φράξει,-2,3,1,4,1,4,1
φρίκη,-4,2,3.75,3,1,1.75,3.5
φρίττω,-4,1.75,3.75,2.25,1,2,3.75
φραγκόπαπας,-4,2,2.5,1,1,1,1.75
φρενίτιδα,-1,1,2,1.25,2.25,1,2.75
φρεναπάτη,-3,1.333333333,2,1,1,1,2.666666667
φρεσκάδα,4,1,1,1,3.25,1,2.25
φρικάρω,-3,3,3,3,1,4,1
φρικιάζω,-4,2,3.75,3,1,2,3
φρικτός,-2,4,3,5,0,5,1
φροντίδα,3,1,1,1,4,1,1
φρούτο,-3,2,2.333333333,1,1,1,2.333333333
φρόκαλο,-4,2.25,3.25,1,1,1,2
φρόνημα,1,1,1.5,1,2.5,1,2
φταίω,-1,3,3,3,1,3,1
φτηνός,-2,3,2,3,1,3,1
φτου,-3,3.5,3.25,1,1.75,2,2.25
φτωχαδάκι,-1,1,2,1,1.666666667,1.666666667,2.333333333
φτωχοποίηση,-2,2,2,4,0,4,1
φτωχός,-3,1.666666667,2.333333333,1,1,1.666666667,1.666666667
φτύνω,-4,4,5,4,0,4,1
φτώχεια,-2,3,2,4,1,5,1
φυγάς,-2,3,2,3,1,3,1
φυγή,-2,3,2,3,1,3,1
φυγόπονος,-2,3,2,3,1,3,1
φυλακή,-3,3,2,3,1,4,1
φυλακίζουν,-2,3,2,3,1,4,1
φυλλάδα,-3,2,2.666666667,1,1,1,2.333333333
φυματικός,-2,2,2,4,1,4,1
φωλιάζω,-1,1.5,2.5,1.5,1.5,1,1.5
φωνάζω,-1,3,3,3,1,3,1
φωνή,-1,3,3,3,1,3,1
φως,2,1,1,1,3,1,1
φωστήρας,-1,2.333333333,3,1,1.666666667,1,2.333333333
φωτίζω,1,1.333333333,1.666666667,1,2.666666667,1,2.666666667
φωτορομάντσο,-2,1.5,3,1,1,1,2.5
φόβος,-4,1,2,5,0,5,1
φόρος,-2,3,3,4,0,4,1
φόρτιση,-2,2,2,1.5,1.5,1.5,2
φύραμα,-1,3,3,1,0,3,0
φώκια,-4,2.5,3.25,1,1,1,2.25
χάδι,4,1,1,1,3.25,1,2
χάλι,-4,2.5,3.75,2,1,2.5,2.25
χάλια,-3,4,5,4,0,4,1
χάνι,-3,2.333333333,2.666666667,1,1,1,1.666666667
χάνομαι,-1,3,2,3,1,3,1
χάνω,-4,4,3,5,1,4,2
χάος,-4,4,4,4,1,4,1
χάπι εντ,3,1,1.25,1,3.75,1,2
χάρβαλο,-4,1.75,2.5,1,1,1,1.75
χάρη,3,1,1,1,4,1,1
χέζας,-3,3,4,2.666666667,1,1,2
χέζομαι,-2,5,5,4,0,4,1
χέζω,-2,5,5,4,0,4,1
χαίρομαι,4,1,1,1,4.75,1,2.5
χαίρω,3,1,1,1,5,1,1
χαίτη,-1,1,2.5,1,2,1,3
χαζεύω,-2,2,1,2,1,2,1
χαζοβιόλα,-3,3,3,1,1,1,2.333333333
χαζοβιόλης,-3,3,3,1,1,1,2.333333333
χαζοκούτι,-3,2.666666667,3,1,1,1,2.333333333
χαζοπούλι,-3,2.666666667,3,1,1,1,2.333333333
χαζοχαρούμενος,-3,2.333333333,3,1,1,1,2.333333333
χαζούλιακας,-3,2,3,1,1,1,2.333333333
χαζός,-2,3,3,4,0,4,1
χαιρέτημα,-3,1,1.666666667,1,1,1,1.666666667
χαιρέτισμα,-3,1,1.666666667,1,1,1,1.666666667
χαιρεκακία,-2,2,2.75,1,1.5,1.75,2
χαιρετισμός,-2,1,2.5,1,1,1,2
χαιρετούρα,-3,1.333333333,2.333333333,1,1,1,2.333333333
χαλάζι,-2,1,2,1.5,1,1,2.5
χαλάρωση,1,1,1,1,3,1,1
χαλάω,-2,4,3,4,1,3,1
χαλαρός,-2,1,1,1,3,1,1
χαλαρώνω,3,1,1,1,3,1,1
χαμάλης,-3,1.666666667,2.333333333,1,1,1.333333333,1.666666667
χαμένος,-4,4,3,5,1,4,2
χαμηλής,-2,3,2,3,1,4,1
χαμηλοβλεπούσα,-4,1.75,2.25,1,1,1.25,2
χαμηλωμένα,-2,3,2,3,1,4,1
χαμογελώ,4,1,1,1,4,1,1.75
χαμομήλι,-1,1,2,1,1,1,1
χαμουτζής,-4,1.75,2.5,1,1,1,1.75
χαμόγελο,2,1,1,1,5,1,1
χαμόμηλο,-1,1,2,1,1,1,1
χαμός,-3,4,3,4,1,4,1
χαντούμης,-4,2,2.75,1,1,1,1.75
χαπάκιας,-4,2,3,1.5,1,1,2.25
χαρά,4,1,1,1,4.5,1,2.25
χαρέμι,-2,1.333333333,2,1,1.666666667,1,2.333333333
χαρίζω,3,1,1,1,2.666666667,1,2
χαριστικά,-2,1,1,1,2,1,1
χαριτωμένος,3,1,1,1,4,1,1
χαριτόβρυτος,-2,1.5,2,1,1.5,1,1.25
χαρμολύπη,1,1,1.5,1,4,3.5,1.75
χαρούμενος,2,1,1,1,5,1,1
χαρτο-,-2,1,3,1,1,1,2.5
χαρτοβαασίλειο,-3,1,2.333333333,1,1,1,2
χαρτοβασίλειο,-3,1,2.333333333,1,1,1,2
χαρτογιακάς,-3,2.333333333,3,1,1,1,1.666666667
χαρτομάνι,-3,1.666666667,2.333333333,1,1,1,2
χαρτοπόλεμος,-3,1,2,1,1,1,2
χαρτόμουτρο,-3,2.333333333,3.333333333,1,1.333333333,1,2.333333333
χασάπης,-3,3.333333333,3,2.333333333,1,1,2
χασίκλας,-4,2.25,3.5,2,1,1,1.75
χασικλής,-4,2.25,3.5,2,1,1,1.75
χασμουρητό,-2,2,1,2,1,2,1
χαστούκι,-3,4,4,3,1,4,2
χαχόλος,-3,2.333333333,3,1,1,1,1.666666667
χαϊβάνι,-4,5,5,4,0,5,1
χαϊμαλί,-3,1.333333333,2.666666667,1,1,1,2
χαώδης,-2,4,4,4,0,4,1
χεζάς,-3,3,4,2.666666667,1,1,2
χεζού,-3,3,4,2.666666667,1,1,2
χειραγωγώ,-3,1.333333333,2.666666667,2,1,1,1.333333333
χειροκροτητής,-4,1.75,2.75,1,1,1,1.25
χειροκροτώ,4,1,1,1,4,1,1
χειρότερος,-3,3,3,4,1,4,1
χικ,-1,2,2,2,1,1,1
χιλιάκριβος,4,1,1,1,3.75,1,2.25
χιονοστιβάδα,-1,2,1,4,1,1,4
χιούμορ,3,1,1.25,1,3.75,1,3
χλευασμός,-2,3,3,4,0,4,1
χλεύη,-2,3,3,4,0,4,1
χολέρα,-3,2,4,3,0,2,0
χολή,-2,3,3,4,0,4,1
χονδροειδής,-2,4,2,3,1,3,1
χονδροκέφαλος,-3,4,2,3,1,3,1
χοντρέλα,-4,2,3.5,1,1,1,2
χοντρομπαλάδικο,-4,1.5,3,1,1,1,1.75
χοντρομπαλάς,-4,1.75,3.25,1,1,1,1.75
χοντρομπαλού,-4,1.75,3.25,1,1,1,1.75
χοντρομπαλούδικο,-4,1.5,3,1,1,1.25,1.75
χοντρόπετσος,-3,2,2.5,1,1,1,2
χοντρός,-1,0,1,1,1,2,0
χορεύω,3,1,1,1,4.333333333,1,2.666666667
χορταίνω,3,1,1,1,3,1,2
χορταστικός,4,1,1,1,3,1,1.75
χούντα,-4,5,4,5,0,5,1
χρέος,-1,4,4,5,0,4,1
χρέωση,-1,1,1,3,1,3,1
χρήσιμος,2,1,1,1,4,1,1
χρίζω,1,1,1,1,2,1,1
χρίω,1,1,1,1,2,1,1
χρεοκοπία,-2,4,4,5,0,4,1
χρεοκοπώ,-2,4,4,5,0,4,1
χρεώνω,-1,1,1,3,1,3,1
χρησιμοποιούμαι,-3,1.333333333,2.333333333,1.666666667,1,1.666666667,1.333333333
χρησιμοποιώ,-1,1,1.5,1.5,2,1,1
χρυσίο,-3,1,1.666666667,1,1,1,2
χρυσαφικό,-2,1,2,1,1,1,2.5
χρυσοκάνθαρος,-4,2,2.5,1,1,1,1.5
χρωματίζω,1,1,1,1,2.5,1,2
χρωστάω,-2,4,4,4,0,4,1
χρωστώ,-2,4,4,4,0,4,1
χρόνιες,-3,3,2,4,1,3,1
χτυπώ,-3,2.333333333,1,1.666666667,1,1,2
χτύπημα,-2,3,3,4,1,3,1
χυδαίος,-2,4,4,4,0,4,1
χυδαϊσμός,-4,1.5,3,1,1,1,2
χυδαϊστής,-4,1.75,3,1,1,1.25,2
χωματερή,-2,4,5,4,0,4,1
χωρίζω,-2,2,1,3,1,3,1
χωριάτης,-4,1.75,3.25,1,1,1.25,1.75
χωριάτικος,-2,1.5,3.5,1,1,1,2
χωριάτισσα,-4,1.75,3,1,1,1,1.5
χωριατάκι,-3,1.5,2.25,1,1,1.25,1.75
χωριατιά,-4,1.75,3.5,1,1,1,1.75
χωριατομάνι,-4,1.5,3.25,1,1,1,1.75
χωριστά,-2,2,1,3,1,3,1
χωρώ,1,0,0,0,0,0,0
χύνω,-3,2,3,3,2,1,2
χώμα,-1,1,1,1,1,1,1
χώνω,-2,3,2,3,1,3,1
χώρισμα,-2,2,1,3,1,3,1
